artist_name,track_name,release_date,genre,lyrics
Adele,Rolling in the Deep,2011,soul,There's a fire starting in my heart Reaching a fever pitch and it's bringing me out the dark Finally I can see you crystal clear Go ahead and sell me out and I'll lay your shit bare See how I'll leave with every piece of you Don't underestimate the things that I will do There's a fire starting in my heart Reaching a fever pitch and it's bringing me out the dark [Pre-Chorus] The scars of your love remind me of us They keep me thinkin' that we almost had it all The scars of your love they leave me breathless I can't help feeling [Chorus] We could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) And you played it to the beat (Tears are gonna fall rolling in the deep) [Verse 2] Baby I have no story to be told But I've heard one on you now I'm gonna make your head burn Think of me in the depths of your despair Make a home down there as mine sure won't be shared You might also like[Pre-Chorus] (You're gonna wish you never had met me) The scars of your love remind me of us (Tears are gonna fall rolling in the deep) They keep me thinkin' that we almost had it all (You're gonna wish you never had met me) The scars of your love they leave me breathless (Tears are gonna fall rolling in the deep) I can't help feeling [Chorus] We could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) And you played it to the beat (Tears are gonna fall rolling in the deep) Could've had it all Rolling in the deep You had my heart inside of your hand But you played it with a beating [Bridge] Throw your soul through every open door (Ooh woah oh) Count your blessings to find what you look for (Woah) Turn my sorrow into treasured gold (Ooh woah oh) You'll pay me back in kind and reap just what you sow [Breakdown] (You're gonna wish you never had met me) We could've had it all (Tears are gonna fall rolling in the deep) We could've had it all yeah (You're gonna wish you never had met me) It all it all it all (Tears are gonna fall rolling in the deep) [Chorus] We could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) And you played it to the beat (Tears are gonna fall rolling in the deep) Could've had it all (You're gonna wish you never had met me) Rolling in the deep (Tears are gonna fall rolling in the deep) You had my heart inside of your hand (You're gonna wish you never had met me) But you played it you played it you played it You played it to the beat154Embed
Frank Ocean,White Ferrari,2016,soul,Bad luck to talk on these rides Mind on the road your dilated eyes watch the clouds float White Ferrari had a good time (Sweet sixteen how was I supposed to know anything?) I let you out at Central I didn't care to state the plain Kept my mouth closed We're both so familiar White Ferrari good times [Verse 2] Stick by me close by me You were fine you were fine here That's just a slow body You left when I forgot to speak So I text the speech lesser speeds Texas speed yes Basic takes its toll on me 'ventually 'ventually yes Ahh on me 'ventually 'ventually yes [Verse 3] I care for you still and I will forever That was my part of the deal honest We got so familiar Spending each day of the year White Ferrari good times In this life (Life) in this life (Life) One too many years Some tattooed eyelids on a facelift (Thought you might want to know now) Mind over matter is magic I do magic If you think about it it'll be over in no time And that's life (Love) You might also like[Verse 4] I'm sure we're taller in another dimension You say we're small and not worth the mention You’re tired of movin' your body's achin' We could vacay there's places to go Clearly this isn't all that there is Can't take what's been given (No way) But we're so okay here we're doing fine Primal and naked You dream of walls that hold us in prison It's just a skull least that's what they call it And we're free to roam190Embed
Frank Ocean,Nights,2016,soul,[Verse 1] Round your city round the clock Everybody needs you No you can't make everybody equal Although you got beaucoup family You don't even got nobody bein' honest with you Breathe 'til I evaporated My whole body see through Transportation handmade (G) And I know it better than most people I don't trust 'em anyways You can't break the law with them Get some gushy have a calm night Shooters killin' left and right Workin' through your worst night If I get my money right You know I won't need you And I tell you (Bitch) I hope the sack is full up I'm fuckin' no I'm fucked up Spend it when I get that I ain't tryna keep you Can't keep up a conversation Can't nobody reach you Why your eyes well up? Did you call me from a séance? You are from my past life Hope you're doin' well bruh I been out here head first Always like the head first Signal comin' in and out Hope you're doin' well bruh Everybody needs you Everybody needs you Ooh nani nani This feel like a Quaalude No sleep in my body Ain't no bitch in my body ah You might also like[Pre-Chorus] New beginnings ahh New beginnings wake up akh The sun's goin' down Time to start your day bruh Can't keep bein' laid off Know you need the money if you gon' survive Every night shit every day shit [Chorus] Droppin' baby off at home before my night shift You know I can't hear none of that spend the night shit That kumbaya shit Wanna see nirvana but don't wanna die yet Wanna feel that na na though could you come by? Fuck with me after my shift Know them boys wanna see me broke down and shit Bummed out and shit stressed out and shit That's every day shit Shut the fuck up I don't want your conversation Rollin' marijuana that's a cheap vacation My every day shit every night shit every day shit (Every night shit night shit night shit night shit) [Bridge] All my night been ready for you all my night Been waitin' on you all my night I'll buzz you in just let me know when you're outside All my night you been missin' all my night Still got some good nights memorized And the look back's gettin' me right [Part II] [Verse 2] Every night fucks every day up Every day patches the night up On God you should match it it's that KO No white lighters 'til I fuck my 28th up 1998 my family had that Acura Oh the Legend Kept at least six discs in the changer Back when Boswell and Percy had it active Couple bishops in the city buildin' mansions All the reverends Preachin' self made millionaire status When we could only eat at Shoney's on occasion After 'Trina hit I had to transfer campus Your apartment out in Houston's where I waited Stayin' with you when I didn't have a address Fuckin' on you when I didn't own a mattress Workin' on a way to make it outta Texas every night [Chorus] Droppin' baby off at home before my night shift yeah You know I can't hear none of that spend the night shit That kumbaya shit Want to see nirvana but don't wanna die yet Wanna feel that na na though could you come by Fuck with me after my shift Know them boys wanna see me broke down See me bummed out stressed out That's just every day shit Shut the fuck up I don't want your conversation Rollin' marijuana that's a cheap vacation Every day shit every day shit Every night shit every day shit Every day shit every day shit Every day shit every night shit365Embed
John Legend,All of Me,2013,soul,What would I do without your smart mouth? Drawing me in and you kicking me out You've got my head spinning no kidding I can't pin you down What's goin' on in that beautiful mind? I'm on your magical mystery ride And I'm so dizzy don't know what hit me But I'll be alright [Pre-Chorus] My head's under water but I'm breathing fine You're crazy and I'm out of my mind [Chorus] 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginning Even when I lose I'm winning [Post-Chorus] 'Cause I give you all of me And you give me all of you oh-oh You might also like[Verse 2] How many times do I have to tell you? Even when you're crying you're beautiful too The world is beating you down I'm around Through every mood You're my downfall you're my muse My worst distraction my rhythm and blues I can't stop singing it's ringing In my head for you [Pre-Chorus] My head's under water but I'm breathing fine You're crazy and I'm out of my mind [Chorus] 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginning Even when I lose I'm winning [Post-Chorus] 'Cause I give you all of me And you give me all of you oh-oh [Bridge] Give me all of you oh Cards on the table we're both showing hearts Risking it all though it's hard [Chorus] 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me I'll give my all to you You're my end and my beginning Even when I lose I'm winning [Post-Chorus] 'Cause I give you all of me And you give me all of you [Outro] I give you all of me And you give me all of you oh-oh872Embed
Otis Redding,(Sittin' On) the Dock of the Bay,1968,soul,Sittin' in the mornin' sun I'll be sittin' when the evenin' come Watching the ships roll in And then I watch 'em roll away again yeah [Chorus] I'm sittin' on the dock of the bay Watching the tide roll away Ooh I'm just sittin' on the dock of the bay Wastin' time [Verse 2] I left my home in Georgia Headed for the 'Frisco bay 'Cause I've had nothing to live for And look like nothin's gonna come my way [Chorus] So I'm just gonna sit on the dock of the bay Watching the tide roll away Ooh I'm sittin' on the dock of the bay Wastin' time [Bridge] Look like nothing's gonna change Everything still remains the same I can't do what ten people tell me to do So I guess I'll remain the same yes You might also like[Verse 3] Sittin' here resting my bones And this loneliness won't leave me alone It's two thousand miles I roamed Just to make this dock my home [Chorus] Now I'm just gonna sit at the dock of the bay Watching the tide roll away Ooh-wee I'm sittin' on the dock of the bay Wastin' time [Outro] *Whistling*25Embed
Frank Ocean,Pyramids,2012,soul,[Refrain] Oh oh oh oh Set the cheetahs on the loose Oh oh oh oh There's a thief out on the move Oh oh oh oh Underneath our legion's view Oh oh oh oh They have taken Cleopatra [Bridge] Run run run come back for my glory (Cleopatra) Bring her back to me (Cleopatra) Run run run the crown of our pharaoh (Cleopatra) The throne of our queen is empty (Cleopatra) [Verse 1] We'll run to the future shining like diamonds In a rocky world rocky-rocky world Our skin like bronze and our hair like cashmere As we march to the rhythm on the palace floor Chandeliers inside the pyramids tremble from the force Cymbals crash inside the pyramids voices fill up the halls You might also like[Refrain] Set the cheetahs on the loose There's a thief out on the move Underneath our legion's view They have taken Cleopatra Cleopatra [Verse 2] The jewel of Africa jewel What good is a jewel that ain't still precious? How could you run off on me? How could you run off on us? You feel like God inside that gold I found you laying down with Samson and his full head of hair I found my black queen Cleopatra bad dreams Cleopatra [Outro] Remove her send the cheetahs to the tomb Our war is over our queen has met her doom No more she lives no more serpent in her room No more he has killed Cleopatra Cleopatra [Part II] [Segue] Big sun coming strong through the motel blinds Wake up to your girl For now let's call her Cleopatra Cleopatra I watch you fix your hair Then put your panties on in the mirror Cleopatra Then your lipstick Cleopatra Then your six-inch heels catch her She's headed to the pyramid [Chorus] She's working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid Working at the pyramid tonight [Verse 1] Pimping in my convos Bubbles in my champagne let it be some jazz playing Top floor motel suite twisting my cigars Floor model TV with the VCR Got rubies in my damn chain Whip ain't got no gas tank but it still got woodgrain Got your girl working for me Hit the strip and my bills paid That keep my bills paid Hit the strip and my bills paid Keep a nigga bills paid [Chorus] She's working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid [Verse 2] You showed up after work I'm bathing your body Touch you in places only I know You're wet and you're warm just like our bathwater Can we make love before you go? The way you say my name makes me feel like I'm that nigga but I'm still unemployed You say it's big but you take it ride cowgirl But your love ain't free no more baby But your love ain't free no more [Chorus] She's working at the pyramid tonight Working at the pyramid Working at the pyramid tonight Working at the pyramid that's right Working at the pyramid tonight yeah Working at the pyramid Working at the pyramid tonight Working at the pyramid Working at the pyramid tonight [Guitar Solo: John Mayer]299Embed
Jungle,Back On 74,2023,soul,You keep me walking on the same line When we get high on my breaktime And we're just watching from the same town But that don't change when it break down Then we were talking 'bout the same crime No it don't hurt when it rains now Learnt my lesson at the same time Ooh-ooh-ooh-ohh where did it- [Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home Never gonna cry anymore Where did it all [Post-Chorus: Lydia Kitto & Jungle] (Ooh oh oh-oh) (Ooh oh oh-oh) (Ooh oh oh-oh) (Ooh oh oh-oh) [Verse 2: Lydia Kitto] You keep me walking on the same line When we get high on my breaktime And we're just watching from the same town But that don't change when it break down Then we were talking 'bout the same crime No it don't hurt when it rains now Learnt my lesson at the same time Ooh-ooh-ooh-ohh where did it- You might also like[Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home Never gonna cry anymore Where did it all [Refrain: Lydia Kitto & Jungle] Go let it go Let it go Ooh let it go Let it go Let it go Ooh [Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home Never gonna cry anymore Where did it all [Refrain: Lydia Kitto & Jungle] Go let it go Let it go Ooh let it go Let it go Let it go Where did it all [Chorus: Lydia Kitto & Jungle] Go? Back on 74 (When I noticed you) Call this place my home Never gonna cry anymore Where did it all Go? Back on 74 (Let it go let it go) Call this place my home (Ooh let it go) Never gonna cry anymore (Let it go let it go) Where did it all (Ooh) [Bridge: Lydia Kitto] Go back on 74 Call this place my home Never gonna cry anymore Where did it all [Outro: Lydia Kitto & Jungle] Ooh [?]4Embed
Corinne Bailey Rae,Put Your Records On,2006,soul,Three little birds sat on my window And they told me I don't need to worry Summer came like cinnamon so sweet Little girls double-dutch on the concrete [Pre-Chorus] Maybe sometimes We've got it wrong but it's alright The more things seem to change The more they stay the same Ooh don't you hesitate [Chorus] Girl put your records on Tell me your favorite song You go ahead let your hair down Sapphire and faded jeans I hope you get your dreams Just go ahead let your hair down [Post-Chorus] You're gonna find yourself somewhere somehow [Verse 2] Blue as the sky sunburnt and lonely Sipping tea in a bar by the roadside (Just relax just relax) Don't you let those other boys fool you Got to love that afro hairdo You might also like[Pre-Chorus] Maybe sometimes We feel afraid but it's alright The more you stay the same The more they seem to change Don't you think it's strange? [Chorus] Girl put your records on Tell me your favorite song (Yeah!) You go ahead let your hair down (Girl) Sapphire and faded jeans I hope you get your dreams Just go ahead let your hair down [Post-Chorus] You're gonna find yourself somewhere somehow [Bridge] 'Twas more than I could take Pity for pity's sake Some nights kept me awake I thought that I was stronger When you gonna realize That you don't even have to try any longer? Do what you want to [Chorus] Girl put your records on Tell me your favorite song (Baby ooh!) You go ahead let your hair down (Uh let your hair down) Sapphire and faded jeans I hope you get your dreams (Hope you get your dreams) Just go ahead let your hair down (Baby let your hair down) [Chorus] Girl put your records on Tell me your favorite song (Yeah oh go) You go ahead let your hair down (Hey hey) Sapphire and faded jeans I hope you get your dreams (Sapphire faded jeans) Just go ahead let your hair down [Outro] Ooh you're gonna find yourself somewhere somehow35Embed
Mark Ronson,Uptown Funk (feat. Bruno Mars),2015,soul,"VIDEO OF THE YEAR Beyoncé – “7/11” Ed Sheeran – “Thinking Out Loud” Taylor Swift ft. Kendrick Lamar – “Bad Blood” Mark Ronson ft. Bruno Mars – “Uptown Funk” Kendrick Lamar – “Alright” BEST MALE VIDEO Ed Sheeran – “Thinking Out Loud” Mark Ronson ft. Bruno Mars – “Uptown Funk” Kendrick Lamar – “Alright” The Weeknd – “Earned It” Nick Jonas – “Chains” BEST FEMALE VIDEO Beyoncé – “7/11” Taylor Swift – “Blank Space” Nicki Minaj – “Anaconda” Sia – “Elastic Heart” Ellie Goulding – “Love Me Like You Do” BEST HIP HOP VIDEO Fetty Wap – “Trap Queen” Nicki Minaj – “Anaconda” Kendrick Lamar – “Alright” Wiz Khalifa ft. Charlie Puth – “See You Again” Big Sean ft. E-40 – “IDFWU” You might also likeBEST POP VIDEO Beyoncé – “7/11” Ed Sheeran – “Thinking Out Loud” Taylor Swift – “Blank Space” Mark Ronson ft. Bruno Mars – “Uptown Funk” Maroon 5 – “Sugar” BEST ROCK VIDEO Hozier – “Take Me To Church” Fall Out Boy – “Uma Thurman” Florence + the Machine – “Ship To Wreck” Walk the Moon – “Shut Up and Dance” Arctic Monkeys – “Why’d You Only Call Me When You’re High?” BEST COLLABORATION ""Bad Blood"" - Taylor Swift feat. Kendrick Lamar ""Uptown Funk"" - Mark Ronson feat. Bruno Mars ""See You Again"" - Wiz Khalifa feat. Charlie Puth ""Love Me Harder"" - Ariana Grande feat. The Weeknd ""Bang Bang"" - Jessie J Ariana Grande and Nicki Minaj MTV ARTIST TO WATCH Fetty Wap – “Trap Queen” Vance Joy – “Riptide” George Ezra – “Budapest” James Bay – “Hold Back The River” FKA Twigs – “Pendulum” BEST VIDEO WITH A SOCIAL MESSAGE ""I Still Love You"" - Jennifer Hudson ""Try"" - Colbie Calliat ""One Man Can Change the World"" - Big Sean feat. Kanye West and John Legend ""American Oxygen"" - Rihanna ""The White Shoes"" - Wale PROFESSIONAL CATEGORIES BEST ART DIRECTION Taylor Swift ft. Kendrick Lamar – “Bad Blood” (Charles Infante) Snoop Dogg – “So Many Pros” (Jason Fijal) Jack White – “Would You Fight For My Love” (Jeff Peterson) The Chemical Brothers – “Go” (Michel Gondry) Skrillex & Diplo – “Where Are U Now"" with Justin Bieber (Brewer) BEST CHOREOGRAPHY Beyoncé – “7/11” (Beyoncé Chris Grant Additional choreography: Gabriel Valenciano) OK Go – “I Won’t Let You Down” (OK Go air:man and Mori Harano) Chet Faker – “Gold” (Ryan Heffington) Ed Sheeran – “Don’t” (Nappy Tabs) Flying Lotus ft. Kendrick Lamar – “Never Catch Me” (Keone and Mari Madrid) BEST CINEMATOGRAPHY Flying Lotus ft. Kendrick Lamar – “Never Catch Me” (Larkin Sieple) Ed Sheeran – “Thinking Out Loud” (Daniel Pearl) Taylor Swift ft. Kendrick Lamar – “Bad Blood” (Christopher Probst) FKA Twigs – “Two Weeks” (Justin Brown) Alt-J – “Left Hand Free” (Mike Simpson) BEST DIRECTION Taylor Swift ft. Kendrick Lamar – “Bad Blood” (Joseph Kahn) Mark Ronson ft. Bruno Mars – “Uptown Funk” (Bruno Mars & Cameron Duddy) Kendrick Lamar – “Alright” (Colin Tilley & The Little Homies) Hozier – “Take Me To Church” (Brendan Canty and Conal Thomson of Feel Good Lost) Childish Gambino – “Sober” (Hiro Murai) BEST EDITING Beyoncé – “7/11” (Beyoncé Ed Burke Jonathan Wing) Ed Sheeran – “Don’t” (Jacquelyn London) Taylor Swift ft. Kendrick Lamar – “Bad Blood” (Chancler Haynes at Cosmo Street) A$AP Rocky – “L$D” (Dexter Navy) Skrillex & Diplo – “Where Are U Now"" with Justin Bieber (Brewer) BEST VISUAL EFFECTS Taylor Swift ft. Kendrick Lamar – “Bad Blood” (Ingenuity Studios) FKA Twigs – “Two Weeks” (Gloria FX Tomash Kuzmytskyi and Max Chyzhevskyy) Childish Gambino – “Telegraph Ave.” (Gloria FX) Skrillex & Diplo – “Where Are U Now"" with Justin Bieber (Brewer) SONG OF THE SUMMER 5 Seconds of Summer — “She’s Kinda Hot” Fetty Wap — “My Way” Fifth Harmony — “Worth It” Selena Gomez (featuring ASAP Rocky) — “Good for You” David Guetta (featuring Nicki Minaj) — “Hey Mama” Demi Lovato — “Cool for the Summer” Major Lazer — “Lean On” OMI — “Cheerleader” Silento — “Watch Me (Whip/Nae Nae)” Skrillex and Diplo (featuring Justin Bieber) — “Where Are U Now” Taylor Swift — “Bad Blood” The Weeknd — “Can’t Feel My Face”7Embed"
Bill Withers,Lovely Day,1977,soul,When I wake up in the morning love And the sunlight hurts my eyes And something without warning love Bears heavy on my mind [Chorus] Then I look at you And the world's alright with me Just one look at you And I know it's gonna be A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) [Verse 2] When the day that lies ahead of me Seems impossible to face When someone else instead of me Always seems to know the way [Chorus] Then I look at you And the world's alright with me Just one look at you And I know it's gonna be A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) You might also like[Verse 3] When the day that lies ahead of me Seems impossible to face When someone else instead of me Always seems to know the way [Chorus] Then I look at you And the world's alright with me Just one look at you And I know it's gonna be A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) A lovely day (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) (Lovely day lovely day lovely day lovely day) (Lovely day lovely day)14Embed
Omar Apollo,Evergreen (You Didn’t Deserve Me At All),2022,soul,He don't love me no more He don't love he don't love me no more [Verse 1] Evergreen he controls me Was there something wrong with my body? Am I not what you wanted babe? If I ever tried If I ever tried I would [Chorus] Evergreen he tears me to pieces (Evergreen) Doesn't even have to try [Verse 2] She don't know you like me She could never love you more More than me But sometimes I pray that you fall in love I've cried I've cried so much For you baby [Chorus] Evergreen he tears me to pieces (Evergreen) Doesn't even have to try (Evergreen) You might also like[Bridge] You know you really made me hate myself Had to stop before I break myself Shoulda broke it off to date myself You didn't deserve me at all at all at all One last time I see Ever Evergreen Please don't come home to me Sweet Evergreen He don't love me no more [Outro] He don't love me no more He don't love he don't love me no more5Embed
Adele,Love In The Dark,2015,soul,Take your eyes off of me so I can leave I'm far too ashamed to do it with you watching me This is never ending we have been here before But I can't stay this time 'cause I don't love you anymore [Pre-Chorus] Please stay where you are don't come any closer Don't try to change my mind I'm being cruel to be kind [Chorus] I can't love you in the dark It feels like we're oceans apart There is so much space between us Baby we're already defeated Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah everything changed me [Verse 2] You have given me something that I can't live without You mustn't underestimate that when you are in doubt But I don't want to carry on like everything is fine The longer we ignore it all the more that we will fight [Pre-Chorus] Please don't fall apart I can't face your breaking heart I'm trying to be brave stop asking me to stay You might also like[Chorus] I can't love you in the dark It feels like we're oceans apart There is so much space between us Baby we're already defeated Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah everything changed me [Bridge] We're not the only ones I don't regret a thing Every word I've said You know I'll always mean It is the world to me That you are in my life But I want to live and not just survive [Instrumental Interlude] [Chorus] That's why I can't love you in the dark It feels like we're oceans apart There is so much space between us Baby we're already defeated 'Cause ah-yeah-yeah-yeah-yeah-yeah everything changed me And I-I-I-I-I don't think you can save me19Embed
Frank Ocean,Chanel,2017,soul,"My guy pretty like a girl And he got fight stories to tell I see both sides like Chanel See on both sides like Chanel Swimming laps through pool water Heated like I'm underworld Hide my tattoos in Shibuya Police think I'm of the underworld 12 treat a nigga like he twelve How you looking up to me and talking down? (Yeah) Can't you see I am the big man? (Big man) God level I am the I am (Woah) Now film it with that drone cam in the pink like Killa Cam Put a zoom on that stick Noé up so close I'm on that kill Remote controller on your lower back yes the good Dick could roll the eyes back in the skull Rolling when you ride popping Rolling when you ride ride the Rodman Got one that's straight acting Turnt out like some dirty plastic (Ride) 2016: burnt some discs (Dope) 2017: ideas playing off a Walkman This a cult not a clique on the net With a cup in a cup Actavis That's a double edge ""issa knife"" (Knife) And I don't like to fight 'til I'm fighting (Fighting) Revenge in the air makes my lungs sick Chopper in the sky like a gun trick (Pow) Clips on clips like Mikey (Hello) It's really all You might also like[Chorus] I see both sides like Chanel See on both sides like Chanel [Bridge] It's really you on my mind It's really you on my mind It's really you It's really you on my mind [Verse 2] V both sides of the 12 Steam both sides of the L Freeze smoke rings and they hail Sleet snow grind for the wealth Whole team diamonds is real Showed 'em how to shine by theirselves You need a cosign for your health I need that bitch to grind on my belt I know you need to try for my belt I know you seen it driving itself No matte black on the ride 'cause it's stale But it's stealth [Chorus] I see both sides like Chanel I see both sides like Chanel [Outro] My pockets snug they can't hold my 7 They banned my Visa my Amex and Mastercards I got new money and it's all cash I got new bags and they all collabs I rubber band a bunch of thousand-dollar Delta gift cards (I mean my baby bi) Amazing the cash online unknown (I mean my baby bi) Blazing the dash counting money at home My pockets snug they can't hold my 7 They banned my Visa my Amex and Mastercards I got new money and it's all cash I got new bags and they all collabs I rubber band a bunch of thousand-dollar Delta gift cards (I mean my baby bi) Amazing the cash online unknown (I mean my baby bi) Blazing the dash counting money at home314Embed"
